42.8339;-44.807
41.5842;-44.8328
40.3346;-44.8583
39.085;-44.8829
37.8354;-44.9058
36.5857;-44.9272
35.336;-44.9463
34.0863;-44.9633
32.8499;-44.9769
31.6495;-44.989
30.4024;-45.0008
29.149;-45.0103
27.8943;-45.0166
26.6443;-45.0195
25.3967;-45.0196
24.1497;-45.0173
22.8964;-45.0132
21.6451;-45.0069
20.3996;-44.9986
19.1533;-44.9912
17.9036;-44.9843
16.6522;-44.9779
15.4012;-44.9719
14.1514;-44.9669
12.9021;-44.9628
11.6526;-44.9596
10.4027;-44.957
9.15266;-44.9558
7.90268;-44.9552
6.65284;-44.9551
5.40305;-44.9558
4.15323;-44.9574
2.90336;-44.9589
1.65348;-44.9595
0.403631;-44.9577
-0.846176;-44.952
-2.09588;-44.941
-3.34538;-44.921
-4.5945;-44.8895
-5.84301;-44.8435
-7.09049;-44.7801
-8.33628;-44.6953
-9.57956;-44.5857
-10.8195;-44.448
-12.0542;-44.2795
-13.2811;-44.077
-14.4995;-43.8372
-15.7088;-43.5575
-16.907;-43.2365
-18.092;-42.8716
-19.2616;-42.4611
-20.4137;-42.0042
-21.5459;-41.5013
-22.6562;-40.9517
-23.7426;-40.3559
-24.8036;-39.7156
-25.8374;-39.0321
-26.8428;-38.3069
-27.8187;-37.5421
-28.7643;-36.7388
-29.6798;-35.9008
-30.565;-35.0301
-31.4206;-34.1252
-32.256;-33.1961
-33.0896;-32.2648
-33.922;-31.3323
-34.7477;-30.3943
-35.5652;-29.4492
-36.373;-28.4961
-37.166;-27.5312
-37.94;-26.5518
-38.6923;-25.5567
-39.417;-24.5447
-40.1105;-23.5145
-40.7701;-22.4636
-41.3913;-21.3898
-41.9719;-20.296
-42.5052;-19.1813
-42.9828;-18.0435
-43.3978;-16.8809
-43.7504;-15.6944
-44.049;-14.4926
-44.2973;-13.2774
-44.4961;-12.0538
-44.6462;-10.8229
-44.7478;-9.58627
-44.8028;-8.34554
-44.8146;-7.09996
-44.7953;-5.85118
-44.7754;-4.60101
-44.7592;-3.35118
-44.7452;-2.1014
-44.7369;-0.85166
-44.735;0.39809
-44.7386;1.64786
-44.7475;2.89764
-44.7617;4.14738
-44.7809;5.39705
-44.8038;6.64667
-44.8298;7.89625
-44.8561;9.14583
-44.8811;10.3954
-44.9044;11.6451
-44.926;12.8947
-44.9455;14.1444
-44.9629;15.3942
-44.9779;16.6439
-44.9902;17.8937
-45;19.1435
-45.0074;20.3933
-45.0119;21.6432
-45.0138;22.893
-45.0134;24.1429
-45.011;25.3927
-45.0067;26.6421
-44.9995;27.8904
-44.9883;29.1388
-44.9729;30.3872
-44.9531;31.6355
-44.929;32.8837
-44.9006;34.1319
-44.8677;35.3799
-44.8304;36.6278
-44.7887;37.8756
-44.7426;39.1232
-44.6921;40.3706
-44.6372;41.6179
-44.5779;42.865
-44.5141;44.1118
-44.4446;45.3596
-44.3819;46.6072
-44.3382;47.8557
-44.309;49.1047
-44.2959;50.354
-44.2984;51.6033
-44.316;52.8525
-44.3481;54.1016
-44.3907;55.3328
-44.4495;56.5783
-44.5203;57.8239
-44.5886;59.0769
-44.6441;60.327
-44.6953;61.5742
-44.7368;62.8211
-44.765;64.0699
-44.7757;65.3217
-44.7716;66.5689
-44.7362;67.8104
-44.6697;69.0503
-44.5693;70.2919
-44.4366;71.5311
-44.2666;72.7604
-44.0508;73.9816
-43.7885;75.1931
-43.4799;76.3934
-43.1244;77.5804
-42.7205;78.7516
-42.2674;79.9045
-41.7661;81.0371
-41.217;82.1471
-40.6206;83.2328
-39.9786;84.2927
-39.2933;85.3254
-38.5661;86.3299
-37.8003;87.3055
-36.9973;88.2517
-36.1587;89.1692
-35.2875;90.0642
-34.4112;90.9556
-33.5325;91.8445
-32.6489;92.7284
-31.7597;93.6064
-30.8613;94.4746
-29.9507;95.3298
